直播,#genre#
靖洋戲劇,tvbus://6VyUNv9JNWDfjfPFYdhCKikkcAzDi2FS7ZXGkjAcAVakiVhiBr8eGxkmuhW5N
靖洋戲劇,tvbus://5kJehz17n5eyBK5GpqgrhT87XCQgL3s2AvD4ssngvexbuHENgNQHhhADCAAyU
靖天日本,tvbus://7iRg4nF8j9bMX6t8VAJ9hf4gzgmku7ctNFhqyBMCU4GgmWT4DQ
靖天日本,tvbus://7zdNhmQ78nx9iA4md8BEttvWcJw5Fqypz9MaVmpKETRZuh7wJX
靖天日本,tvbus://6iQn9dHHkrEugQcRbXr6wruXZWMjEBGayLeDbgbm7s6HPBhCPvnExH3hvhnCP
靖天日本,tvbus://5Su1g3qX3UXo8cC3qjXenDEvoXv7jZeeXpNy1WSCnxFdxfho3Wr5aqwYwnHhG
靖天日本,tvbus://6UdkyyvqAGMwuFgi9vNqhvM8y4CgwkUqDv9pd3rCiaPYtTce6jF7huaZRc1U5
i-Fun動漫台,tvbus://7X2heQEXKZRcUeWhQ91UXSqVdj8iWBt6QDt4MEgaUK2hXDt4LY
i-Fun動漫台,tvbus://7Vep8nM9oV72Vx4qBKH7gR3BHyURwcDnUfoA6YeHtmtTTusie5
i-Fun動漫台,tvbus://5aVUpmE1xoqZ1mTVfNxjMc4mcmHJJH1idv1zkccbXJCvkCX43DDb6DJZwdW3C
i-Fun動漫台,tvbus://6TSuUdv5Wnq54etvsNpk1ooSrETzdv5nvBgMurfsFzy2rrjJ93jFjt8JRQrqf
i-Fun動漫台,tvbus://5mC94JsgsVMUsRNQcZ8v2ujN7yGQmgr9tNep7BMxDCYz6QrSLpPTfG2AkLes2
鏡新聞,tvbus://84dn5FWas3rkF4yABzNwMW1Z4J55PmUZk3E9zAr2kWCM6MEzY6
鏡新聞,tvbus://8djHa4vejTjdEiMkKx2HhxNLgjAZvjC98gvYPGA2xdzjiVgSXX
鏡新聞,tvbus://5ocwEM8SdUnWJn5RTC8mMMJC6Zf5VpzuyFPuWk1Vu2ZW759qVwG3vpiL86Woy
鏡新聞,tvbus://5RLtCouM5iE5n9HTFrFvxyp2pDYL4VdfqmoDYh7b5XASZFkgTjhNf3dPPxUNa
鏡新聞,tvbus://66AUnRThQo4cyQSSBdni3wKXkzMUG3YEHU1w6eXsz2qUAnU3bsnFxEYyCVxdB
Travel Channel(TW),tvbus://7shkKzy6drAPepJECHFegPjzhUgv9jSzQjJgwsizW8oYtsp2H2
Travel Channel(TW),tvbus://8TvoKqsFRTgTkr91VPUBBbzmo8MmDPR4Y3GuY25LBdvHLkz4nQ
Travel Channel(TW),tvbus://7cbyXcEg9LDLaasdsHBShoTp6dtbVVCgq1NcvPGbqj9kqoVEZr
Travel Channel(TW),tvbus://7R3uh8GKqASTQytRY3f8HfpSf7jvuGrvN6UNwY1ZaGgCRqi39M
Travel Channel(TW),tvbus://7N3yu4CQWMmKgnk9ngX5Wvq8fkx1kUJSjSvfJcc4s9f7qD14Ru
Travel Channel(TW),tvbus://74AuqgLSvkHupfceVVueugVBxJgBMsEve3gU8PtGJD8Cqhc4WN
Travel Channel(TW),tvbus://6GP1VkrTGGk5wF15yrpHB9nJ2k8Byom7hhG4pT55uY9ridCC875AuGeD7BHjw
Lifetime(TW),tvbus://71DNrzhWb6ExAi3Jyo7KDjWeJ9cFGVxBm67TqepCqMaGEQiF97
Lifetime(TW),tvbus://7AszPAhUFgRXhudXnpfDHDmXq2RgMLWjwPEYEn8YvnEutMrKxV
Lifetime(TW),tvbus://63U6ZdJZH6Dq1Qs62mK417TmUXCs1p6fBa8sPg8zw65bSowivauUAyyF55P6u
Lifetime(TW),tvbus://6Ajzm1nRd2B5M7u8tV9Cjrnq9VFZY4HFbY3tt8Sfyg692LEFsHbSyno1b96Ca
Lifetime(TW),tvbus://6BzmT8V8eWbi5JR92L3jVyqAMmdA7uJRxuCc9VmyRjyFE2cWV3DSBEjAHXBwT
公視2HD,tvbus://7vKBz1grJVEjzj13WWrF3RcRXVmkfYjQBD7WtiaNrssXLq9G6x
公視2HD,tvbus://8S1nnRfYkdFUAsrz7wRHUoghLVAwcA52FZXhWxns1At1yXW8dz
公視2HD,tvbus://6BhreW882HBKrtyh4NR4SW5fRQwvarCWirPswwMv9UkB74Q2W5cHQP9vMSYC7
公視2HD,tvbus://6H65vhKBAeuqtfMgyoMeByUrN5mVS6Ka8G8pJ6UTDDbtqq2XUfkNDe1dz3nhq
公視2HD,tvbus://5KY9mumMgHZ93pyqQnJYTGf5vtt2M3KHiMnns1GRZse91KLKX489tt5qY4ov4
ELTA娛樂台,tvbus://6y5o2LbVgWTL88xSEFyTC7vvJHpsqQRcg8qz7XJb7nbpzbPgZv
ELTA娛樂台,tvbus://8UFnWxCEjxDgESzvVCcyFvkdECL8W1AWDwZBtmRuoLK6jPtN2x
ELTA娛樂台,tvbus://5dTvNwTuW9Z4ujUFJ4TFYDZKnSifr7JXfcejkSFiWA4A1iNsP6tUFkxviqLaD
ELTA娛樂台,tvbus://5bXertcss41PqpHYxQ1izbGxPVTqWjjLUzjLXkaW4UP3dXf1fpa2u9SDeg3SA
ELTA娛樂台,tvbus://5ZFsKeMm1HBP7JTTxYm4DgHiK8JTfgCTySspAMJw1dXF8eZHXt7n8rLUQkxxY
華藏衛視,tvbus://6sn3wefNJ5sK3UVG1VBGKc4EsdixbUE2k8u5JXgzYQjziY4KyQ
華藏衛視,tvbus://6w9yVKZv9AN9BXKmX7NtTWGVzQUuvsxobvP1577UrXVHN3j6Fb
華藏衛視,tvbus://6WNSM7MffswQCKuVL6Vz75H2TQ218diXbCRzYnh2LwBmc43MczHsXvu8AdWcX
華藏衛視,tvbus://6DruTFiqgkMkZgW7mrdsnrBFpG2n99wKTWyKJayBXiQ4q4YB7iUp7P3rCRZVj
華藏衛視,tvbus://61JfHjNQpaGSxhiKsUtAkcpjykkT5BC2Q1ztMFBmSVQKkH1HsUc1ojccEv374
tvN(TW),tvbus://82UCR98s3YkN614FJoxBmKQFRMdKKiKQs8oQar5QND7gxntKUL
tvN(TW),tvbus://8MbsaNYjTYcqhesWXes1vvwtJZdDFtW3G3HYYzkQ6YCZ8Bhqtu
tvN(TW),tvbus://6dwDVJcvDPFY3dxDJQcByaBq8KX9RTTY1QtbhbPgdS85kvDZKKeT2GPuCnh88
tvN(TW),tvbus://6ZLyrDu544NBrKTBsCMVcSubmd4xgQaDDRTY9i6aAYup3zngb5nzRrBA2bWoG
tvN(TW),tvbus://5yM3CFBv4y5VzmAXGsGQC2jho3RWt1PGWYjZkTRMjn6fp2EcaSfnqR7Gu7sQE
中天亞洲台,tvbus://7VKd47RfDcLGjQK6J75Sdkk9A18i7YbaRnCTST7VMdzrKho79H
中天亞洲台,tvbus://8df7XNepZXzcEJKRNKRq88xGHXQ866Kju3Qwd672F7dGtdT7nk
中天亞洲台,tvbus://5fxEbR7igTenUtLs468cYYs2HoXwGTpwRmG8vSWfrob8vbBirr3YurXY2dg5N
中天亞洲台,tvbus://6A6kmhDJrKbZ12TxKsm2pU7oBHxudcZYP2Ep9PBg5sZkCbNpNVJ6pYXSitUb2
中天亞洲台,tvbus://6aV4wZoJau6VQT1b1HsGpbbZPdzaDPqtK1CcJss6vnpQvwg8N9rwmfwVaXp3B
LiveABC互動英語頻道,tvbus://893enf1FtGXZjXVe6Zfo4BrqvsKm7UngdWNPkyzK6PRNtTubEM
LiveABC互動英語頻道,tvbus://8BhbaKexkbgbuqH2nJ8C5CmFDpSVTHUiBh1s6D3wKHSWC2BWKj
LiveABC互動英語頻道,tvbus://6KoSEZeGLYTk3ePbnypr1mXxvHWYGfKv5dejsicyNF7YdVuXBpY21aqQNaQxu
LiveABC互動英語頻道,tvbus://6S4uPJeYLJE5jdAoHhbQfSdj6iaoTABoY5qfF3UFj9SCbL69UcNMp7YNB1YLo
LiveABC互動英語頻道,tvbus://66fLQKCX1Y2sHepgCsFNjFYN5GTWAhMS1gGCfmPvNceTo2VH6wuRpEddE41ZJ
中視新聞HD,tvbus://7UC1CM8JQr8wY2j79Ygp7PPi3Bou2HaPczua4sv2GybNfQ3a27
中視新聞HD,tvbus://8PjBLbTxhFqcX9SwquVovJZgiXdxvBqbJbfVoRcRZ8kBVQ5gx6
中視新聞HD,tvbus://6RVheqYEXzvTM9GPQJNGnFQYRJSupek1FJiLouMbpUuqFXwhMXDif54wWTs3L
中視新聞HD,tvbus://6UobEhcpRdHAHCwvqBX3xXLZ9QRKW4MYCDQsfeBvJZYuGwo4KsPWmd1VvL36P
中視新聞HD,tvbus://6Vf51Y3ZwdhaBhu7uFRGsS1RyXyHTrk8Yc4XDn8ntdDxXKWR3uQ45qjHNSE6M
寰宇新聞台,tvbus://8FW6CQgdnmzqUsnZBVnpPoLbscW8U42TfDdzMB2mRw2oNWCi6n
寰宇新聞台,tvbus://8fd2sr8h9GM6xh7zS5h9JT9o6L24yctN8RzSBhESgisGHeX4Mg
寰宇新聞台,tvbus://5Wbmpy8qYx6ECvxTdxD8TnP6Ubn5mS34a2PYLN8fpPFv5J4JRczcYxE4vPR12
寰宇新聞台,tvbus://6XvUfysoHx2SwuCXwk8rrkhbqr6hPyWnNuMkNprSupLkxKVDbccmgiLrz8V4H
寰宇新聞台,tvbus://6jkdSE4AxTv3y64eqY97v9yGK4jYLcjxEfVWDC85sY68rdEbXEFSE8qFdwMuo
寰宇新聞台灣台,tvbus://8jWQgQXXSQ4oc6Vyphu3sZsqmbE8yy25aNyKheYxyTnNqqAt1p
寰宇新聞台灣台,tvbus://6umW85Gv3sqEZyaiVx2w51ZLDAyPAMupDP8qHXzPvYpVfwCmxh
寰宇新聞台灣台,tvbus://6eJZbe5dMCy6P6wHMHsextD29S4u9p2PympqMgG8zv7NgGGsrSEvpKFzpq6fX
寰宇新聞台灣台,tvbus://6G9La8eXEajt32EsgtUpBVWc6AQi1fV59Wrz8yYvEkxGprXPUqLyAjYEChSfQ
寰宇新聞台灣台,tvbus://611uFAfUVHRPtK28L8EQP84HEU3e9CF8miJNeoSfVSqyDVw1KCNDbsKr1qPHz
番薯,tvbus://6zEhgScQjyv4DEb63cXPFpTrbpM92TCnWUxa6qvpgdoNxVv4C9
番薯,tvbus://82c5mVCxhfq3Qq77vhqqL5V14c4dYNENyYW5CW69mouNXhCcai
番薯,tvbus://798NuYmNuhLeTKqrHZzEWDYtypNtStZGQCXWqfx2UbizdMinGK
番薯,tvbus://8X6La2TRFEcRAhRST9VsuFwQUGSV4VcDkS2868g1RWvxzCWGV5
番薯,tvbus://7cV6KsUXX2rEWWZE2NJYtxKmjLZHBrhE39hdiPkkmFZ5Gwyuvj
番薯,tvbus://85mWwKACnNh7HkhE5uDYYjNb9VgDKQ4uhYCg19EL45ydXhEzrQ
番薯,tvbus://5wzoyBSLBgpaAGanBkuiEbNPmFj6T7yBDSorU7LgFfZRPDhDVeP3GEofough9
華視新聞資訊,tvbus://7PA2dsEujFfmXAztzZpgrnZvxBfUnvFFH6TYKve2cQKKhtajpt
華視新聞資訊,tvbus://7R4Mf2eLckEfLJMrGnHCohawFdHLzipBw7JiX18PWnK7UbEucv
華視新聞資訊,tvbus://67NCo7isCEwd2gCn1otAQGp5p9mrCFBLpsyTxXuJc9LdDJ8JnMemmwiH7kn7L
華視新聞資訊,tvbus://5mudy6xT4mbsEpxBdvVk3NKnN39taywihqg6LW2Jg2ZdHHLdeBiL5xHEvav5N
華視新聞資訊,tvbus://6ccqRxMPoQjmKZ5PS9YkDDrdbxADn7Ev8hK9m4ZuV3PZERceosoRoCnhULKyZ
生命電視台,tvbus://6r5jujjh55pXTTxbHG1DrGf5VtyxkcLgBTfWgGTCtEvr1rPpQr
生命電視台,tvbus://8kWZ7wtHwh6TbJrJV6n5KhmJhZTnUybCxsrt1y8eRA8HTGDa25
生命電視台,tvbus://88FN6ZgA95KaoR6KULi7hC12gLqfGi3MJJBUwVioETfEJdc2Fq
生命電視台,tvbus://6tVM8qyeyn9tctcqWRWfYvg4fYKwnwqkwkf1Agnwkos6KZPUou
生命電視台,tvbus://7x9NyKBMuRvj25tNNEnsFf9rjVnz8Bz2KZLcr3CdtoHYCYsS7k
生命電視台,tvbus://74ufk5ek9ddYC1ZWs3bd26y4eTPWjNrqwwXuPkN5LLh1vXKA8e
生命電視台,tvbus://5zbzhH6NSMHK7CQ3fuJFVQhn5N4UHiJGbfS5pvSePSZga5fu4zB721WyUUSgi
新加坡亞洲新聞,tvbus://8aePV4Evm4gFeDvX491r2NqXSS9rB8QDaNeUaH8DL87VqCdKzd
新加坡亞洲新聞,tvbus://7tSiGUhEfJtc7LkPRtcUiTiZ6GTR4ZXbZ2Wqm8LAihCXG1kpyW
新加坡亞洲新聞,tvbus://6HfpyrN1Q7gQ6YjWXSgbEK99VxvxPnNpY1kNKEskW2VXoiMfrUpEuWQHvNWsY
新加坡亞洲新聞,tvbus://5KhxJnwsRRh4XTGdZAS3vqpARkGuvoVjwM9FjZzuhc7eK8ke46r247gJub7f1
新加坡亞洲新聞,tvbus://5Rc1zTeu9GbzqCgs2DV3ZArsy6E3ker4h6efoAW2NrMVwWHsVBX8iSndDWGYj
GINX Esports TV,tvbus://8EULAeUHQqauHR2SU6PfewnZDkhs2bvu5oU817LXunsw5m5SC7
GINX Esports TV,tvbus://7WiqXziUHgP4hbCRmonsmdg2izUzmsNjhVDM2QkxBnRexnCo76
GINX Esports TV,tvbus://5UUZ4B73Hj7BEdcsTEa3LwzbpUaQ9isSVpdeEu2irEkQqktxsZegMqLCBJvNd
GINX Esports TV,tvbus://5rdtdUoTcGXPqS3Zc71kdYbKhgqxq1ALLE1JkyXVc2VHyttzxcUrVgNHnxRH4
GINX Esports TV,tvbus://5w33c8dBjwUZmq6xWNvAyCDTncdooKwxgwp3swpBbtC7cDdew2LDa2P5p2YeJ
台灣戲劇台,tvbus://8k1rYMYYVRTjQtvdQLvCAnQSZCGFc6iRFcKrBor9kF5zKJwGwp
台灣戲劇台,tvbus://7KvfcmfWxRm7CvuiFFRzs4TKzs1qVt2s3AH2CN9c9CKtsgsgB4
台灣戲劇台,tvbus://6LiqAJyb497zKvNnFZhzDHcu3QvEvD9imnDyKRWT49oNrkPmfHgdeZMo1oNN5
台灣戲劇台,tvbus://6D5nPDm96cUUd3ciXJJsXq8atWucN84NCSVZGDZGrDuHwNvQk9YzmJHyd4uYm
台灣戲劇台,tvbus://5WQQsYyaDj7qpo7VwNkwRRZRDFEajVKJzJGCrH7GFK3GY2Xp3DcvWQ7fKhyPK
台視財經,tvbus://8SYi4tvM9mgQCsn41PbUeW1DyPsbwqrvePNjuBcbRSv5FhFwHb
台視財經,tvbus://8k4kPvRbbXzptRFoY5tCtCqTFzMbGDejyz5zJk6Lox81nn5gs4
台視財經,tvbus://5hwDuKFUsTDiL4MVoATZmBKwtJZ4zJheBoiEJQ3sem7YPd1PDEuN4PBqNw95o
台視財經,tvbus://5gfUBZ18HKLFk5i6MyRLJ9jv1bEpUKr6pWsooFyPDh8ZnDfA4H8tSvBf5Nmb5
台視財經,tvbus://6RGADttjDnm8grgNeunxSTDkW86DYRBHbtVq8YxK2KF5KhVxuzXPR7F3fAckz
東森購物1台,tvbus://6wEKbojRVDjFDq7CrM76xA5Pw8gBMAG91WwG27RP2WcN3J2iTm
東森購物1台,tvbus://7xCAB7dKEFj4M2jRFfzeu8xuB2UiW4MnuYjcnbfb3fTiEVRj4r
東森購物1台,tvbus://66cRdxgRCuqR9VcRvA5hjFQioK7sDmpnL5GXw2umBmcPVFmkekMMUGC6hUZpJ
東森購物1台,tvbus://6Wnj8YoTyA9XEDtxbgt2RrQHcoHDVDrqhNmsrPqDzGnuRRWDCHoz3xq6HxA72
東森購物1台,tvbus://69uu4wAEu6SWNRy8GzT8HoAdo3iBjoDSFC86FEGgtG6xrMBkR3LVLV7Cozg5B
東森購物2台,tvbus://8hFYVzfamZcdYBymLYfGeEw4nj4cRdghfCrQRCJj9NWhQtst6s
東森購物2台,tvbus://7e2EFgML4zkECYckh61sGTVuYzJ6wq6Ji7UR5k3FhUYAyERFaE
東森購物2台,tvbus://5cAKG9cFzRqJProgJA3Wu77AYbaFF7ZwhJ1AMYKn7YnV7pJCSSvwVftjpEAPd
東森購物2台,tvbus://68t6mxNuLaJ1p4TqLar9vPpToJofkr71Dj5DC5G4r5bURee6iEHBLrqudbymQ
東森購物2台,tvbus://6AXQ1r9CnbGHESp12KcrFKg54hZ1VphELXpMmJjGDGqZh2JzynzosBZJv2xbT
ViVa 1台,tvbus://8QecWNCxzLAhWJv2EtE7sPjvDySYj1kfB5BKXoaRRPRP9kyagC
ViVa 1台,tvbus://7sugk4td8vPdUY2geAcHcdGBAJXdERjwapKuvL8kAi1r7SVnbS
ViVa 1台,tvbus://6HD2e1BQ6VrhZdSTt4JGSkHa1U6qDkjHedeNbgqtpXP5U8eUvSuozgtM2htrA
ViVa 1台,tvbus://6Pkr7rr8Km2weQE3VjL1WHza9AQRf5nSDn1W5GYJdiHcbnW13fbEazqhqLMqF
ViVa 1台,tvbus://6Xm1nSDgdpjJQLJeNtwspasauacyr8D75daxcyqYAvV3XRYae82we4kVrPjyA
ViVa 2台,tvbus://7hVu1ZJsSip1ph39Mfk2VPbzdG6zDERQ1YQipAMDAL1tDpusXu
ViVa 2台,tvbus://7erWoCwEfJBToxpbbLRP6uXrrrkQWjrhhaUJvPAHfAPapVZoLR
ViVa 2台,tvbus://5zyQm24q5MyYzhNt9fX8hoLkQU55LvT2efcv1t1sD7qnTEtyzCC7UX6y6aceU
ViVa 2台,tvbus://5g9u67jJKjaUWTWFvBeQ2URjU2gMQa4HUKv8PLTdeWbCWjUpG39rZHKYNt512
ViVa 2台,tvbus://63YdySQ6agqpdRgcSCEmNeGWRzVJc66TUT61dXEPbCTzJu27rkSb98c4wn3hX
信吉衛視,tvbus://7JShKDxLcoTpJvpQvYiq3ksxcZCddoTeurUkzqb8Smsqsn8Brx
信吉衛視,tvbus://8SxZLwqsPCmftLHSyXNC2VcfpuNqZgJEReAMNA8cZAXJRXLYDL
信吉衛視,tvbus://5d1q4USKsLxBDte21JHiioJqknF6bnKMXFTCfsLL4sWg1SS4UiwabTo5QazR4
信吉衛視,tvbus://6Td1b4r6ooNAemyqBatpWavqCcdmLjiUF3ghCCiWimNkvHQ9gSsUWxZXCYGr9
信吉衛視,tvbus://653QPMFLgRGm7piHmynHKdwNQW95tKxJ85qZpo5PdZZUApqpoRn6xhrpLYcRx
靖天電影台,tvbus://8ENuBcA2He2BcKkTm9KaBVHLMRT8Bdjb9wT1UrvCjBoF9uQ5nV
靖天電影台,tvbus://8C3Zpb47aTzEvXpkKvX1Y33x5pSTyDmWzXYSTKyW1gsntbEoLN
靖天電影台,tvbus://68iK6Sh4HRyJqK21ZMNKMcExjev4X9zyEophATjVt7AWZ6s4ffvwdCh6FrSZr
靖天電影台,tvbus://5X3o68vwn9R7WbcJ5WbWaCpbtskn7DhJrUP7ju97BLXYzgsAkrURwXohKW2dq
靖天電影台,tvbus://6RfjnPnkYuhuVLrLpmwyhpvcBRVxCTh1BY5cw6fbukVzkjNjs9ny5NKPbpxD6
CARTOONITO,tvbus://8gkazJSuHScQGPetFPod5mGE5jeXQJSPNjtwgL9KPB7PjKxXth
CARTOONITO,tvbus://7YUQhmWKYpbhJEiBAZUrjzX9YRMebRerqUPDc8FEdR3m6tQN3K
CARTOONITO,tvbus://8FXsTTWA79EoAXgXDovn2WTM2k1WkbJQPM8DRrnpdkqNu6Y92t
CARTOONITO,tvbus://7t1mo2fYf4iCUSWyz9VWiX9SMye5aqTV3PVxq5iaGg3qxveGwV
CARTOONITO,tvbus://8jXDt3MJbuUkFKaRzta9NuAMpZo7z7CUUK8zsS3Y2PZvKJHCq9
CARTOONITO,tvbus://6zGBnGZqcJw9Ds7tha18s7spD2GJzLxxqYoDTPRy67DzEFGxS2
CARTOONITO,tvbus://643PvNAdPX44TSsDfj3kfdaB2fcumc4TMqZU67gpvKAPWBY8LARb3ovfUE6UV
唯心電視台,tvbus://8bdKb43fU4exqAAhrd9iGBAQFB93gJLNmy99YgavBLqkuKHBs5
唯心電視台,tvbus://7rNuhANtpJt7pTfpeWPXLjg8rihbkphQ3SXdfeShMXuet3BhqL
唯心電視台,tvbus://7V3DqeJ5svGZ99Xfwk4BwUvDWb7NkcWRJ4FNyZwttRWi9hLjgR
唯心電視台,tvbus://7MgPTKqv3Df27NF5ZaVjNt8aLxFoedi5WbWDfe5oEp3dZA7xwN
唯心電視台,tvbus://84kxAzPEkAqh1k8nN861qpTJT5sXso2tWYzhwaVPat6VK1a1a5
唯心電視台,tvbus://7MBcRsLzta8b8qc97APWmuwQJQgbvnR331UfiawNBCfjPq4aQE
唯心電視台,tvbus://6jLnB5mutGmNEdrkXictsjNuLNBJz5nvnBqnfz6W9qPQu2pjvYe4D8NzzsZhx
MOMO購物二台,tvbus://6v5yt2Wh5buVdZYrWeN3egMDnjFqnQxXgCVpKPRTXTExqYfdca
MOMO購物二台,tvbus://775WCF3boEdNDTvSG1Wa9vEPEXii1YxY7bqrH1PNMcQxUi2dcD
MOMO購物二台,tvbus://6LB1r3rDgxEzcr5HtTXAUZKcaBxxQkgYqUzoxBMbXMWfxRjhzUH8rDJUsGzkh
MOMO購物二台,tvbus://5m4vbuooXwugJAK6YG7Nw85zjennPcvGGdabYDvJK154iuetePA3AHWxiqdHa
MOMO購物二台,tvbus://6Jjyf3ZpbWnDSJ22LZwt1VA27phU8ikQDQsCRRtzUKts12omVmGEVtCMxqbbB
MOMO購物一台,tvbus://7nukpuvm1NfUMdha8HVaiBhs17Adp1Di1L23p8x83VVaKJbpbp
MOMO購物一台,tvbus://7siEjLP366M2q26LwhxMzykYU1NY7CFGrKK4YtczbxScPP9T6T
MOMO購物一台,tvbus://6HxVVFXBkoceiWEJVGJkK562zYnYqB7UeZHvXn8nfY8CXUXwwb1fLfB92KvwC
MOMO購物一台,tvbus://68ijCFTJ877TSdn5MVZ7jZ8iHtKbbscvo19w3aDHGw5bLryknQ2BGLRYHdK98
MOMO購物一台,tvbus://6bdjohUMVA6uFnmPgbYyHcjvvuSSxBFw3tkRwXk3xxvdbqqvRSPetQfXT6daV
采昌影劇,tvbus://8WDYkPReMfrejJ1XAnZBf9maauuuzZRXb2Bb2gsogmP7ML4vs9
采昌影劇,tvbus://8W9BWsa1mY9hKkLuHh89uqzEMZ3pEMqHCxFjByetiTDWYSrdjf
采昌影劇,tvbus://5e8XU3CRoxmHiBiCxEowC5FAGRVg3nASJwMUEzTunuUvFephJpZ44HtFYJd3s
采昌影劇,tvbus://65XsBKKXanpNBZrmE6LD74ubGNZXmVMGGCaVT22q15MMXJfBf2KsmFbkgG4MT
采昌影劇,tvbus://5PgMzM9Z8SdqeJiHhogVbpphrZhoYaqYYLgBbVkfcBpMH9gvkuGZc6SP3v9cE
影迷數位電影台,tvbus://7JKr1ZUXrDmgX7NMqJZzgSBCukDCr9WMKRbjfiuzKH6kDg3aXq
影迷數位電影台,tvbus://6vLSpKaLLnzvv2Gw8BzSPtaFPtTAD69S9Spi2xbdxPhhTCoRvj
影迷數位電影台,tvbus://5auDjw89wU3oVuiyw3GTiMWntP7HypxPAxA1MjvpHG9Fzh245qcHiXbDHY2Xm
影迷數位電影台,tvbus://6UhpWKGB8Ho7Cx1gZCbZN96vQ3PGrvw8HV326t2yzcGSuJ39Uv2e3jTV5AD1c
影迷數位電影台,tvbus://5fiC1zHqaoGUaBrq8sJi3K3h5VknCBM9DM92ajdEbxSz6TtjBirb1nmBSu1gb
智林體育台,tvbus://7XVJXFXH48v5a4WTya7tug2oiAz4z5Z6wcWcD4NiasdikoKSvh
智林體育台,tvbus://7whkT2XMtSuPXLqJ9DKi4w7fkCQRrtf6vuvNgMR9myhUCX9C8N
智林體育台,tvbus://5SASZL7j5fWD9UysroB4mC8RJTG3f7oJojpGekbgbrcSGftpqjuq7zv74tvnY
智林體育台,tvbus://5Q7K7mbCLjcYFo9Fz2TNKQAkXkkLWzwoGTWgRR8EUwMHovRfmCnWCTAA2HPe8
智林體育台,tvbus://6KbWfWiUsYRCznxaPobbk4mtSjoZNfVNMtmmKj58TxTXKLiu3o5nUVL4NzCA5
半島電視台,tvbus://8ZuqaXUVT8tT8jNVzPzZhHCfYLd8wZ9e1DV5sc61EvrUQdhAWv
半島電視台,tvbus://89kWpAsDqtScHhLVmBmVf7wpd34oEkYW3jcYJxgkGNfWPfW9z4
半島電視台,tvbus://6gD6DzXYgsmiUiYCn6qoKSf5cewaoqDQULVj2bJpgMDaEQMicb6JVPw2izxBN
半島電視台,tvbus://5SQHXHQA5MemsqpetQfz55mn6RoyNUTFLapbGMPjtEgqAkvhjHnQMW6g9pwKk
半島電視台,tvbus://62iKT4yZZ2MfyrA1eNYWAf3WPd1W64HNBAoC9fSPenmDGpB7nwch8vtuj5Hsm
公視戲劇,tvbus://72XKTDg2b5kmQE23ixeooczk7VxDiojq2C2AyYiN2RYs5HA4K3
公視戲劇,tvbus://8YbB2JYrzC6Bdo9Std9Zcoh86uyYWa73PJUAtZbJzQLyMysefB
公視戲劇,tvbus://5aey4HVPfmDv9G4TJ8ZdeQD1mrrXdXen3bdCd1HCUczEsbmmbHPkip6WeL86Q
公視戲劇,tvbus://6CSde4cWEkbtW3kprmGzqtNmYfbWVfZJJaVCBrEroUgbGpbQ53S5WALMjMMbP
公視戲劇,tvbus://5eYukQfKqnM8BHXgEWQedoWfPYAaZBcgMiKYJ4AX97y7KNXHNuhoRbS85iFP4
民視HD(备:2),tvbus://7C7N5At7WhpHyMRPebbU4Fq67UkYavj4RgaL6hpT3NvMR9bVUG
民視HD(备:2),tvbus://7k44i14JR9bj5MfjxzkYaYsFw2LphqabYLZaX3XWMnAeYLFcrh
民視HD(备:2),tvbus://88rzGCLtMzuV1XpSe1p5Wgv352QzTKs6YBTbM4HdJFXJ38DiSM
民視HD(备:2),tvbus://7VYXGgZYhATqeh6h1SnRxzmQFLoy56Ai9nRN6CDo7FtkdYeJWk
民視HD(备:2),tvbus://7DpUt6j8zajynNPVcycSYE8vCDLJ8kG3HnDqCxSRbU2b9Efqq5
民視HD(备:2),tvbus://84vw1Yjh9EjVu6JL6C2Ezk34XjqEgT2ABT7kk7sAa7azEEKrzB
民視HD(备:2),tvbus://6S6eKwuxm2FRSHqU4DPoeK8z5fTdmKybwbWWVVBYU2cPvJGA7GP5QkEo3PHEh
寰宇財經台,tvbus://7qKmBdusJBLmMrQXkecVPziGdLEcp5uPyZh1NxrdPzYj9r761H
寰宇財經台,tvbus://7yHi8aUfpRc8PPrtYRjGSmd21ydyw9AtwxfBioyvgbnqhmuBLB
寰宇財經台,tvbus://5SUGdUD49YWiBn3DCyotEqeAA36R4GmgseFobB7dZzt1Jp4SStTEUhdtk5dG1
寰宇財經台,tvbus://5JqvBtBmk6ZCq8DHvBAZPL6HnFRKdCYDtHRmSX2ddYEUH8dSxCvos5gYhhawX
寰宇財經台,tvbus://5rPMQLNiLrxQtJToAan7aqb9yUu9iEnvp4soo7DtwyQf6eqxfutTBudvqJCZp
金光布袋戲,tvbus://8Hu2GL5khMzWs45N6YSfDHgNHfrE7iXGXLBctGDtoeFzi8D9Ut
金光布袋戲,tvbus://7a6cSAZUS76Rc49ku8CZ5QeF9X9Sf5QBdFYghoUt14D1Dreuzp
金光布袋戲,tvbus://5TWezca8DjaQ6WB1m6bqW5kS8EEy6nKGPmDjoBfjpiqbMP7Z58jYoDadCShs8
金光布袋戲,tvbus://69BXxGdhM9TFyvVQgcrZr7Qqg1deY1hMpSD9zh5GU4RG5XcKGAn7umyrnRDhm
金光布袋戲,tvbus://5rFxZq2bi1rLYpYoRWb21vMdkcEXkLBdAxbz7ZHWQj6wQmVPTqr4Q5rG6S78L
